cenario;tabela;hash;probe;M;N;seed;tempoIns(ns);tempoBus(ns);colisIns;colisBus;rehashCount;top1;top2;top3;gapMin;gapMax;gapMean;gapCount
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;1000000;100000;424242;1779500;1265800;5302;5302;0;0;0;0;0;112;9.0000;99999
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;2000001;1000000;42;81531400;26115700;974782;386293;1;0;0;0;0;20;1.0000;999999
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;2000001;1000000;4242;33054600;26695800;385339;385339;0;0;0;0;0;19;1.0000;999999
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;2000001;1000000;424242;33243400;31306200;386236;386236;0;0;0;0;0;20;1.0000;999999
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;16000015;10000000;42;1380972600;669663300;19941423;5741581;3;0;0;0;0;18;0.6000;9999997
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;16000015;10000000;4242;763855200;673706600;5741583;5741583;0;0;0;0;0;16;0.6000;9999999
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;16000015;10000000;424242;755888600;714140600;5745360;5745360;0;0;0;0;0;16;0.6000;9999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;1000000;100000;42;1582800;1256500;5310;5310;0;0;0;0;0;141;8.9998;99999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;1000000;100000;4242;1611300;1295600;5347;5347;0;0;0;0;0;101;8.9998;99999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;1000000;100000;424242;1631400;1265200;5404;5404;0;0;0;0;0;122;8.9999;99999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;2000001;1000000;42;64146200;32087400;972928;385845;1;0;0;0;0;18;1.0000;999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;2000001;1000000;4242;49631800;26821400;385353;385353;0;0;0;0;0;20;1.0000;999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;2000001;1000000;424242;35288100;30553900;385615;385615;0;0;0;0;0;21;1.0000;999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;16000015;10000000;42;1481332900;705110700;33862123;5639736;3;0;0;0;0;16;0.6000;9999996
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;16000015;10000000;4242;765529200;712250700;5634424;5634424;0;0;0;0;0;18;0.6000;9999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;16000015;10000000;424242;768801000;713684300;5635770;5635770;0;0;0;0;0;18;0.6000;9999999
INSER+BUSCA;ENCAD_SEPARADO(RESTO);RESTO;-;10000000;100000;42;2666300;1177900;519;519;0;3;2;2;0;1325;99.5194;99481
INSER+BUSCA;ENCAD_SEPARADO(RESTO);RESTO;-;10000000;100000;4242;2634200;1224100;489;489;0;3;2;2;0;1122;99.4875;99511
INSER+BUSCA;ENCAD_SEPARADO(RESTO);RESTO;-;10000000;100000;424242;2583200;1124700;494;494;0;2;2;2;0;1127;99.4935;99505
INSER+BUSCA;ENCAD_SEPARADO(RESTO);RESTO;-;10000000;1000000;42;29768200;23933700;49598;49598;0;4;4;4;0;152;9.5039;952025
INSER+BUSCA;ENCAD_SEPARADO(RESTO);RESTO;-;10000000;1000000;4242;80493600;22575300;49597;49597;0;5;4;4;0;175;9.5050;951932
INSER+BUSCA;ENCAD_SEPARADO(RESTO);RESTO;-;10000000;1000000;424242;32037600;22678500;49403;49403;0;5;4;4;0;135;9.5025;952151
INSER+BUSCA;ENCAD_SEPARADO(RESTO);RESTO;-;10000000;10000000;42;537664400;465473800;4950491;4950491;0;10;9;8;0;17;0.5775;6338989
INSER+BUSCA;ENCAD_SEPARADO(RESTO);RESTO;-;10000000;10000000;4242;523747900;446487000;4947938;4947938;0;9;9;9;0;15;0.5771;6340831
INSER+BUSCA;ENCAD_SEPARADO(RESTO);RESTO;-;10000000;10000000;424242;625190500;460999400;4948953;4948953;0;9;9;9;0;15;0.5770;6340975
INSER+BUSCA;ENCAD_SEPARADO(MULTIPLICACAO);MULTIPLICACAO;-;10000000;100000;42;2787500;1337900;501;501;0;3;3;2;0;1243;99.5008;99500
INSER+BUSCA;ENCAD_SEPARADO(MULTIPLICACAO);MULTIPLICACAO;-;10000000;100000;4242;2986200;1224400;530;530;0;2;2;2;0;1016;99.5316;99469
INSER+BUSCA;ENCAD_SEPARADO(MULTIPLICACAO);MULTIPLICACAO;-;10000000;100000;424242;2969300;1210300;477;477;0;2;2;2;0;1187;99.4790;99522
INSER+BUSCA;ENCAD_SEPARADO(MULTIPLICACAO);MULTIPLICACAO;-;10000000;1000000;42;31218100;24502900;51464;51464;0;4;4;4;0;132;9.5233;950270
INSER+BUSCA;ENCAD_SEPARADO(MULTIPLICACAO);MULTIPLICACAO;-;10000000;1000000;4242;31522300;24351400;51158;51158;0;5;5;5;0;142;9.5192;950634
INSER+BUSCA;ENCAD_SEPARADO(MULTIPLICACAO);MULTIPLICACAO;-;10000000;1000000;424242;31037400;24973000;51190;51190;0;5;4;4;0;133;9.5206;950517
INSER+BUSCA;ENCAD_SEPARADO(MULTIPLICACAO);MULTIPLICACAO;-;10000000;10000000;42;562708900;503373700;5120678;5120678;0;10;10;9;0;16;0.5939;6274093
INSER+BUSCA;ENCAD_SEPARADO(MULTIPLICACAO);MULTIPLICACAO;-;10000000;10000000;4242;640130600;522314000;5119758;5119758;0;10;10;9;0;17;0.5939;6273865
INSER+BUSCA;ENCAD_SEPARADO(MULTIPLICACAO);MULTIPLICACAO;-;10000000;10000000;424242;715174600;514172600;5116727;5116727;0;9;9;9;0;17;0.5940;6273619
INSER+BUSCA;ENCAD_SEPARADO(UNIVERSAL(seed=123456789));UNIVERSAL(seed=123456789);-;10000000;100000;42;3939800;2354500;494;494;0;3;2;2;0;1187;99.4930;99506
INSER+BUSCA;ENCAD_SEPARADO(UNIVERSAL(seed=123456789));UNIVERSAL(seed=123456789);-;10000000;100000;4242;3840700;1798300;481;481;0;3;2;2;0;1224;99.4827;99519
INSER+BUSCA;ENCAD_SEPARADO(UNIVERSAL(seed=123456789));UNIVERSAL(seed=123456789);-;10000000;100000;424242;3803100;2776200;484;484;0;3;3;3;0;1195;99.4808;99518
INSER+BUSCA;ENCAD_SEPARADO(UNIVERSAL(seed=123456789));UNIVERSAL(seed=123456789);-;10000000;1000000;42;36631200;30865100;49207;49207;0;5;4;4;0;131;9.4997;952409
INSER+BUSCA;ENCAD_SEPARADO(UNIVERSAL(seed=123456789));UNIVERSAL(seed=123456789);-;10000000;1000000;4242;34761100;26950100;48950;48950;0;4;4;4;0;132;9.4980;952561
INSER+BUSCA;ENCAD_SEPARADO(UNIVERSAL(seed=123456789));UNIVERSAL(seed=123456789);-;10000000;1000000;424242;35208500;27537700;49136;49136;0;4;4;4;0;130;9.4997;952406
INSER+BUSCA;ENCAD_SEPARADO(UNIVERSAL(seed=123456789));UNIVERSAL(seed=123456789);-;10000000;10000000;42;725062400;582675500;4947692;4947692;0;10;10;9;0;14;0.5770;6341316
INSER+BUSCA;ENCAD_SEPARADO(UNIVERSAL(seed=123456789));UNIVERSAL(seed=123456789);-;10000000;10000000;4242;741919600;596631700;4948178;4948178;0;9;9;9;0;15;0.5773;6340102
INSER+BUSCA;ENCAD_SEPARADO(UNIVERSAL(seed=123456789));UNIVERSAL(seed=123456789);-;10000000;10000000;424242;708068300;574237400;4949695;4949695;0;10;9;9;0;17;0.5773;6340094
INSER+BUSCA;OA(RESTO,LINEAR);RESTO;LINEAR;10000000;100000;42;3006100;1635000;526;526;0;0;0;0;0;1325;98.9987;99999
INSER+BUSCA;OA(RESTO,LINEAR);RESTO;LINEAR;10000000;100000;4242;3097000;1726200;493;493;0;0;0;0;0;1122;98.9971;99999
INSER+BUSCA;OA(RESTO,LINEAR);RESTO;LINEAR;10000000;100000;424242;2906800;1188000;500;500;0;0;0;0;0;1127;98.9971;99999
INSER+BUSCA;OA(RESTO,LINEAR);RESTO;LINEAR;10000000;1000000;42;31910500;24681700;55158;55158;0;0;0;0;0;152;9.0000;999999
INSER+BUSCA;OA(RESTO,LINEAR);RESTO;LINEAR;10000000;1000000;4242;31738900;25341300;55063;55063;0;0;0;0;0;175;9.0000;999999
INSER+BUSCA;OA(RESTO,LINEAR);RESTO;LINEAR;10000000;1000000;424242;30551100;24732000;55022;55022;0;0;0;0;0;135;9.0000;999999
INSER+BUSCA;OA(RESTO,LINEAR);RESTO;LINEAR;20000001;10000000;42;619400000;322504000;18120237;4896563;1;0;0;0;0;33;1.0000;9999999
INSER+BUSCA;OA(RESTO,LINEAR);RESTO;LINEAR;20000001;10000000;4242;413102600;329989400;4902095;4902095;0;0;0;0;0;33;1.0000;9999999
INSER+BUSCA;OA(RESTO,LINEAR);RESTO;LINEAR;20000001;10000000;424242;393136700;324450400;4900535;4900535;0;0;0;0;0;34;1.0000;9999999
INSER+BUSCA;OA(MULTIPLICACAO,LINEAR);MULTIPLICACAO;LINEAR;10000000;100000;42;3154400;1256100;504;504;0;0;0;0;0;1243;98.9993;99999
INSER+BUSCA;OA(MULTIPLICACAO,LINEAR);MULTIPLICACAO;LINEAR;10000000;100000;4242;3190800;2139800;538;538;0;0;0;0;0;1016;98.9987;99999
INSER+BUSCA;OA(MULTIPLICACAO,LINEAR);MULTIPLICACAO;LINEAR;10000000;100000;424242;3170700;1262000;482;482;0;0;0;0;0;1187;98.9997;99999
INSER+BUSCA;OA(MULTIPLICACAO,LINEAR);MULTIPLICACAO;LINEAR;10000000;1000000;42;34648700;27188300;57078;57078;0;0;0;0;0;132;9.0000;999999
INSER+BUSCA;OA(MULTIPLICACAO,LINEAR);MULTIPLICACAO;LINEAR;10000000;1000000;4242;34753900;25259100;56678;56678;0;0;0;0;0;142;8.9999;999999
INSER+BUSCA;OA(MULTIPLICACAO,LINEAR);MULTIPLICACAO;LINEAR;10000000;1000000;424242;34208800;26055200;56725;56725;0;0;0;0;0;133;9.0000;999999
INSER+BUSCA;OA(MULTIPLICACAO,LINEAR);MULTIPLICACAO;LINEAR;20000001;10000000;42;709431300;378710500;18397013;5206638;1;0;0;0;0;34;1.0000;9999999
INSER+BUSCA;OA(MULTIPLICACAO,LINEAR);MULTIPLICACAO;LINEAR;20000001;10000000;4242;428543000;389543400;5205550;5205550;0;0;0;0;0;34;1.0000;9999999
INSER+BUSCA;OA(MULTIPLICACAO,LINEAR);MULTIPLICACAO;LINEAR;20000001;10000000;424242;426036200;380118000;5194674;5194674;0;0;0;0;0;34;1.0000;9999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),LINEAR);UNIVERSAL(seed=123456789);LINEAR;10000000;100000;42;3789400;2067800;497;497;0;0;0;0;0;1187;98.9976;99999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),LINEAR);UNIVERSAL(seed=123456789);LINEAR;10000000;100000;4242;3792300;2673700;484;484;0;0;0;0;0;1224;99.0003;99999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),LINEAR);UNIVERSAL(seed=123456789);LINEAR;10000000;100000;424242;3625900;1559300;485;485;0;0;0;0;0;1195;98.9975;99999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),LINEAR);UNIVERSAL(seed=123456789);LINEAR;10000000;1000000;42;39313000;30451800;54625;54625;0;0;0;0;0;131;9.0000;999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),LINEAR);UNIVERSAL(seed=123456789);LINEAR;10000000;1000000;4242;39183400;31667100;54379;54379;0;0;0;0;0;132;9.0000;999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),LINEAR);UNIVERSAL(seed=123456789);LINEAR;10000000;1000000;424242;38261400;28193800;54564;54564;0;0;0;0;0;130;9.0000;999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),LINEAR);UNIVERSAL(seed=123456789);LINEAR;20000001;10000000;42;762024300;387929100;18127742;4900923;1;0;0;0;0;33;1.0000;9999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),LINEAR);UNIVERSAL(seed=123456789);LINEAR;20000001;10000000;4242;474248300;400227300;4904356;4904356;0;0;0;0;0;38;1.0000;9999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),LINEAR);UNIVERSAL(seed=123456789);LINEAR;20000001;10000000;424242;465434100;429149000;4899041;4899041;0;0;0;0;0;32;1.0000;9999999
INSER+BUSCA;OA(RESTO,DUPLO_HASH);RESTO;DUPLO_HASH;10000000;100000;42;3936500;2623800;522;522;0;0;0;0;0;1325;98.9987;99999
INSER+BUSCA;OA(RESTO,DUPLO_HASH);RESTO;DUPLO_HASH;10000000;100000;4242;3928500;2742900;493;493;0;0;0;0;0;1122;98.9971;99999
INSER+BUSCA;OA(RESTO,DUPLO_HASH);RESTO;DUPLO_HASH;10000000;100000;424242;3795400;1565700;499;499;0;0;0;0;0;1127;98.9971;99999
INSER+BUSCA;OA(RESTO,DUPLO_HASH);RESTO;DUPLO_HASH;10000000;1000000;42;45102700;34433300;53522;53522;0;0;0;0;0;152;9.0000;999999
INSER+BUSCA;OA(RESTO,DUPLO_HASH);RESTO;DUPLO_HASH;10000000;1000000;4242;42134700;31978500;53655;53655;0;0;0;0;0;128;9.0000;999999
INSER+BUSCA;OA(RESTO,DUPLO_HASH);RESTO;DUPLO_HASH;10000000;1000000;424242;43160000;35705500;53423;53423;0;0;0;0;0;135;9.0000;999999
INSER+BUSCA;OA(RESTO,DUPLO_HASH);RESTO;DUPLO_HASH;20000001;10000000;42;1196064700;574463000;50770923;4302689;1;0;0;0;0;24;1.0000;9999995
INSER+BUSCA;OA(RESTO,DUPLO_HASH);RESTO;DUPLO_HASH;20000001;10000000;4242;676005700;584776600;4272318;4272318;0;0;0;0;0;24;1.0000;9999999
INSER+BUSCA;OA(RESTO,DUPLO_HASH);RESTO;DUPLO_HASH;20000001;10000000;424242;666113000;588805700;4271370;4271370;0;0;0;0;0;24;1.0000;9999999
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;10000000;100000;42;3905600;1851100;503;503;0;0;0;0;0;1243;98.9993;99999
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;10000000;100000;4242;4240300;2029200;538;538;0;0;0;0;0;995;98.9987;99999
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;10000000;100000;424242;3889800;2023000;484;484;0;0;0;0;0;1187;98.9997;99999
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;10000000;1000000;42;45586800;35965700;55061;55061;0;0;0;0;0;132;9.0000;999999
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;10000000;1000000;4242;44848900;35288800;54675;54675;0;0;0;0;0;142;9.0000;999999
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;10000000;1000000;424242;44120400;37055700;54906;54906;0;0;0;0;0;124;9.0000;999999
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;20000001;10000000;42;1301348000;635452500;29895870;4093775;1;0;0;0;0;22;1.0000;9999997
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;20000001;10000000;4242;706079700;609812900;4095029;4095029;0;0;0;0;0;22;1.0000;9999999
INSER+BUSCA;OA(MULTIPLICACAO,DUPLO_HASH);MULTIPLICACAO;DUPLO_HASH;20000001;10000000;424242;699157600;608609900;4095468;4095468;0;0;0;0;0;24;1.0000;9999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;10000000;100000;42;4104300;1682100;496;496;0;0;0;0;0;1187;98.9976;99999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;10000000;100000;4242;4099200;1644500;482;482;0;0;0;0;0;1224;99.0003;99999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;10000000;100000;424242;4309100;3023200;483;483;0;0;0;0;0;1195;98.9975;99999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;10000000;1000000;42;48341000;43192200;52681;52681;0;0;0;0;0;123;9.0000;999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;10000000;1000000;4242;45303400;39604500;52797;52797;0;0;0;0;0;128;9.0000;999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;10000000;1000000;424242;46392400;40119400;52750;52750;0;0;0;0;0;127;9.0000;999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;20000001;10000000;42;1242386000;645191400;9677144;3810859;1;0;0;0;0;23;1.0000;9999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;20000001;10000000;4242;704081800;645883700;3811747;3811747;0;0;0;0;0;24;1.0000;9999999
INSER+BUSCA;OA(UNIVERSAL(seed=123456789),DUPLO_HASH);UNIVERSAL(seed=123456789);DUPLO_HASH;20000001;10000000;424242;714910700;648369500;3814844;3814844;0;0;0;0;0;22;1.0000;9999999
